,structs.sentence_id,structs.text_sect,structs.text_sub,structs.text_time,structs.text_title,word,tokenized
34,186331,Terveys,Lihavuus,07:24,"Hoikat, mitä syötte?","Mulla,aamupala,:,-,1/2,palaa,Fiber,balance,näkkileipää,-,1,siivu,kalkkunaleikettä,(,1,,,5g,rasvaa/100g,),-,1/2,keitettyä,munaa,(,pelkkä,valkuainen,,,keltuaista,en,syö,),-,tuorekurkkua,,,1/2,tomaattia,-,mustaa,kahvia,ilman,sokeria,tai,makeutusta,niin,paljon,kun,maittaa,Lounas,:,-,1,pala,Fiber,balance,näkkileipää,-,1,siivu,kalkkunaleikettä,-,80,g,rasvatonta,luonnonjogurttia,(,40,kcal/100g,),siinä,seassa,1,,,5,rkl,vehnäleseitä,ja,hiukan,mustikoita,ja,vadelmia,-,1/2,lasia,laktoositonta,rasvatonta,maitoa,-,tuorekurkkua,,,1/2,tomaattia,-,mustaa,kahvia,ilman,sokeria,mielin,määrin,Välipala,:,-,tuorekurkkua,-,1/2,tomaattia,-,mustaa,kahvia,mielin,määrin,Päivällinen,:,-,1,pala,Fiber,Balance,näkkileipää,-,joskus,pieni,pala,(,n,.,30-35,g,),kalaa,tai,broileria,.,Jos,ei,näitä,,,niin,siivu-kaksi,kalkkunaleikettä,-,1/2,lasia,rasvatonta,maitoa,-,tuorekurkkua,,,1/2,tomaattia,-,mustaa,kahvia,mielin,määrin,Illalla,:,-,tuorekurkkua,,,tomaattia,-,pari,kuppia,vihreää,teetä,ilman,makeutusta,Myöh,.,illalla,:,-,pieni,omena,Ja,se,paino,?,~38,,,6.,Ja,pituus,167,cm,.,Ikä,;,hyvin,aikuinen,,,nainen,.,Ja,TIEDÄN,!!!!!,Minulla,on,anoreksia,.,-,tulen,kuolemaan,tähän,-,osteoporoosi,(,on,jo,),-,+,muuta,+,muuta,+,muuta,.....,Olen,ollut,tämän,kokoinen,tai,pienempi,jo,6-7,vuotta,,,ennen,sitä,noin,52,kg,.,Tällä,palstalla,keskustellaan,siitä,mitä,hoikat,syö,.,Vastasin,kysymykseen,.","['Mulla', 'aamupala', '1', '2', 'palaa', 'Fiber', 'balance', 'näkkileipää', '1', 'siivu', 'kalkkunaleikettä', '1', '5g', 'rasvaa', '100g', '1', '2', 'keitettyä', 'munaa', 'pelkkä', 'valkuainen', 'keltuaista', 'en', 'syö', 'tuorekurkkua', '1', '2', 'tomaattia', 'mustaa', 'kahvia', 'ilman', 'sokeria', 'tai', 'makeutusta', 'niin', 'paljon', 'kun', 'maittaa', 'Lounas', '1', 'pala', 'Fiber', 'balance', 'näkkileipää', '1', 'siivu', 'kalkkunaleikettä', '80', 'g', 'rasvatonta', 'luonnonjogurttia', '40', 'kcal', '100g', 'siinä', 'seassa', '1', '5', 'rkl', 'vehnäleseitä', 'ja', 'hiukan', 'mustikoita', 'ja', 'vadelmia', '1', '2', 'lasia', 'laktoositonta', 'rasvatonta', 'maitoa', 'tuorekurkkua', '1', '2', 'tomaattia', 'mustaa', 'kahvia', 'ilman', 'sokeria', 'mielin', 'määrin', 'Välipala', 'tuorekurkkua', '1', '2', 'tomaattia', 'mustaa', 'kahvia', 'mielin', 'määrin', 'Päivällinen', '1', 'pala', 'Fiber', 'Balance', 'näkkileipää', 'joskus', 'pieni', 'pala', 'n', '30', '35', 'g', 'kalaa', 'tai', 'broileria', 'Jos', 'ei', 'näitä', 'niin', 'siivu', 'kaksi', 'kalkkunaleikettä', '1', '2', 'lasia', 'rasvatonta', 'maitoa', 'tuorekurkkua', '1', '2', 'tomaattia', 'mustaa', 'kahvia', 'mielin', 'määrin', 'Illalla', 'tuorekurkkua', 'tomaattia', 'pari', 'kuppia', 'vihreää', 'teetä', 'ilman', 'makeutusta', 'Myöh', 'illalla', 'pieni', 'omena', 'Ja', 'se', 'paino', '38', '6', 'Ja', 'pituus', '167', 'cm', 'Ikä', 'hyvin', 'aikuinen', 'nainen', 'Ja', 'TIEDÄN', 'Minulla', 'on', 'anoreksia', 'tulen', 'kuolemaan', 'tähän', 'osteoporoosi', 'on', 'jo', 'muuta', 'muuta', 'muuta', 'Olen', 'ollut', 'tämän', 'kokoinen', 'tai', 'pienempi', 'jo', '6', '7', 'vuotta', 'ennen', 'sitä', 'noin', '52', 'kg', 'Tällä', 'palstalla', 'keskustellaan', 'siitä', 'mitä', 'hoikat', 'syö', 'Vastasin', 'kysymykseen']"
35,186376,Terveys,Lihavuus,02:47,"Hoikat, mitä syötte?","Aamupala,:,Paahtoleipa,voilla,tai,kanamuna,.,Lounas,:,Salaatti,lihalla,(,esim,.,kanasalaatti,),Valipala,:,Omena,Illallinen,:,pieni,nokare,riisia/pastaa/perunaa,ja,lihaa,seka,kasviksia/salaattia,Ainiin,olen,:,162cm/48kg","['Aamupala', 'Paahtoleipa', 'voilla', 'tai', 'kanamuna', 'Lounas', 'Salaatti', 'lihalla', 'esim', 'kanasalaatti', 'Valipala', 'Omena', 'Illallinen', 'pieni', 'nokare', 'riisia', 'pastaa', 'perunaa', 'ja', 'lihaa', 'seka', 'kasviksia', 'salaattia', 'Ainiin', 'olen', '162cm', '48kg']"
36,186410,Terveys,Lihavuus,21:03,"Hoikat, mitä syötte?","Tässä,mun,eilisen,päivän,ruokailut,:,aamu,7.00,:,ruispuolukkapuuroa,ja,luomu,kevytmaitoa,.,1kpl,japp-suklaamakeinen,.,kahvia,mustana,11.30,pieni,pehmytjäätelö,vadelmilla,,,riisipiirakka,15.00,kirkaslieminen,lohikeitto,ja,moniviljaleipäviipale,oivariinilla,.,kahvi,kermatilkalla,.,Illalla,vielä,marjakiisseliä,ja,piimää+,pari,ruisleipää,keijulla,ja,juustolla,.,Lisäksi,1,omena,ja,porkkana,päivän,aikana,.,Yleensä,syön,kyllä,kaksi,lämmintä,ateriaa,.,Liikun,paljon,kävellen,.","['Tässä', 'mun', 'eilisen', 'päivän', 'ruokailut', 'aamu', '7', '00', 'ruispuolukkapuuroa', 'ja', 'luomu', 'kevytmaitoa', '1kpl', 'japp', 'suklaamakeinen', 'kahvia', 'mustana', '11', '30', 'pieni', 'pehmytjäätelö', 'vadelmilla', 'riisipiirakka', '15', '00', 'kirkaslieminen', 'lohikeitto', 'ja', 'moniviljaleipäviipale', 'oivariinilla', 'kahvi', 'kermatilkalla', 'Illalla', 'vielä', 'marjakiisseliä', 'ja', 'piimää', 'pari', 'ruisleipää', 'keijulla', 'ja', 'juustolla', 'Lisäksi', '1', 'omena', 'ja', 'porkkana', 'päivän', 'aikana', 'Yleensä', 'syön', 'kyllä', 'kaksi', 'lämmintä', 'ateriaa', 'Liikun', 'paljon', 'kävellen']"
37,186417,Terveys,Lihavuus,13:07,"Hoikat, mitä syötte?","Pituus,168,,,paino,51,kg,Joka,aamu,klo,08:00,purkki,raejuustoa,ja,kaksi,isoa,omenaa,klo,11.30,usein,sushia,,,tai,sitten,kevyttä,lihaa,tai,kalaa,runsaan,salaatin,kanssa,14.00,proteiinipatukka,19.00,esim.,iso,salaatti,,,jossa,runsaasti,proteiinia,(,kanaa,,,soijaa,,,tonnikalaa,,,lohta,,,jne,),tai,itse,tehtyjä,jauhelihapihvejä,tomaattisalsan,ja,tsatsikin,kanssa,,,tai,jotain,kevyttä,wokki-ruokaa,,,keittoja,,,kalaa,vihannesten,kanssa,.,Jälkkäriksi,hedelmiä,tai,marjoja,ja,maitorahkaa,,,joskus,pieni,pala,tummaa,suklaata,illalla,syön,vähän,sokeritonta,karkkia,.","['Pituus', '168', 'paino', '51', 'kg', 'Joka', 'aamu', 'klo', '08', '00', 'purkki', 'raejuustoa', 'ja', 'kaksi', 'isoa', 'omenaa', 'klo', '11', '30', 'usein', 'sushia', 'tai', 'sitten', 'kevyttä', 'lihaa', 'tai', 'kalaa', 'runsaan', 'salaatin', 'kanssa', '14', '00', 'proteiinipatukka', '19', '00', 'esim', 'iso', 'salaatti', 'jossa', 'runsaasti', 'proteiinia', 'kanaa', 'soijaa', 'tonnikalaa', 'lohta', 'jne', 'tai', 'itse', 'tehtyjä', 'jauhelihapihvejä', 'tomaattisalsan', 'ja', 'tsatsikin', 'kanssa', 'tai', 'jotain', 'kevyttä', 'wokki', 'ruokaa', 'keittoja', 'kalaa', 'vihannesten', 'kanssa', 'Jälkkäriksi', 'hedelmiä', 'tai', 'marjoja', 'ja', 'maitorahkaa', 'joskus', 'pieni', 'pala', 'tummaa', 'suklaata', 'illalla', 'syön', 'vähän', 'sokeritonta', 'karkkia']"
38,186454,Terveys,Lihavuus,21:44,"Hoikat, mitä syötte?","En,mä,koskaan,mieti,mitä,erityisesti,syön,päivän,aikaan,.,Joskus,aamusta,menee,puuroa,,,joskus,leipää,,,joskus,vaan,kahvi,.,Samallalailla,lounas,:,Joskus,omena,,,joskus,pihvi,kermaperunoilla,,,joskus,sämpylä,ja,salaatti,.,Iltasella,Keitto,,,pihvi,perunoineen,tai,sitten,vaan,hedelmäsalaatti,.,Kaiken,kaikkiaan,kai,mä,syön,noin,kolmen,neljän,tunnin,välein,,,niin,ei,mulla,ole,koskaa,oikeastaan,nälkä,.,Ja,sitten,liikun,vielä,älyttömästi,.,Fillarilla,töihin,(,5km,siivu,),,,kuntosalilla,kolmasti,viikossa,ja,välillä,käyn,uimassa,,,välillä,kävelen,tuttujen,luo,ja,välillä,käyn,lenkillä,.,Ai,,,niin,..,en,katso,telkkua,ollenkaa,.,Sieltä,ei,tule,mitään,minua,kiinnostavaa,.","['En', 'mä', 'koskaan', 'mieti', 'mitä', 'erityisesti', 'syön', 'päivän', 'aikaan', 'Joskus', 'aamusta', 'menee', 'puuroa', 'joskus', 'leipää', 'joskus', 'vaan', 'kahvi', 'Samallalailla', 'lounas', 'Joskus', 'omena', 'joskus', 'pihvi', 'kermaperunoilla', 'joskus', 'sämpylä', 'ja', 'salaatti', 'Iltasella', 'Keitto', 'pihvi', 'perunoineen', 'tai', 'sitten', 'vaan', 'hedelmäsalaatti', 'Kaiken', 'kaikkiaan', 'kai', 'mä', 'syön', 'noin', 'kolmen', 'neljän', 'tunnin', 'välein', 'niin', 'ei', 'mulla', 'ole', 'koskaa', 'oikeastaan', 'nälkä', 'Ja', 'sitten', 'liikun', 'vielä', 'älyttömästi', 'Fillarilla', 'töihin', '5km', 'siivu', 'kuntosalilla', 'kolmasti', 'viikossa', 'ja', 'välillä', 'käyn', 'uimassa', 'välillä', 'kävelen', 'tuttujen', 'luo', 'ja', 'välillä', 'käyn', 'lenkillä', 'Ai', 'niin', 'en', 'katso', 'telkkua', 'ollenkaa', 'Sieltä', 'ei', 'tule', 'mitään', 'minua', 'kiinnostavaa']"
39,186475,Terveys,Lihavuus,23:54,"Hoikat, mitä syötte?","165cm,45kg,tiedän,että,olen,ehkä,toisten,silmään,hieman,liian,laiha,mutta,syön,nykyisin,n.,1750kcal,päivä,ja,tulen,sillä,hyvin,toimeen,kroppa,toimii,niinkuin,pitääkin,.,syön,n.,6,päivänä,viikossa,terveellisesti,ja,yleensä,lauantaina,tulee,pidettyä,herkkupäivä,:D,aamupala,joko,kaurapuuro,mustikoila,tai,ruispuuro,mantelimaidolla,!:P,välipalaksi,usein,juotavajogurtti,,,omena,+,proteinipatukka,.,treenin,jälkeen,purkki,rahkaa,marjoilla,ja,iltapalaksi,pari,voileipää,ja,päivän,aikana,syön,yhden,lautasmallin,mukaisen,kotiaterian,mitä,milloinkin,haluan,:D,herkkupäivinä,:,tavallisesti,aamupuuro,mutta,sitten,loppu,päivä,esim.,pieni,sipsipussi,75g,,,jätskituutti,,,3-4,keksiä,,,suklaapatukka,,,kerroshamppari,,,energiajuoma,,,irtsareita,200g,ja,iltapalaks,jos,nälkä,niin,pari,voikkaria,:D,:D,jooo,yhtenä,päivänä,viikossa,saa,syyä,mitä,tahtoo,se,ei,vielä,sun,kroppaas,romuta,!","['165cm', '45kg', 'tiedän', 'että', 'olen', 'ehkä', 'toisten', 'silmään', 'hieman', 'liian', 'laiha', 'mutta', 'syön', 'nykyisin', 'n', '1750kcal', 'päivä', 'ja', 'tulen', 'sillä', 'hyvin', 'toimeen', 'kroppa', 'toimii', 'niinkuin', 'pitääkin', 'syön', 'n', '6', 'päivänä', 'viikossa', 'terveellisesti', 'ja', 'yleensä', 'lauantaina', 'tulee', 'pidettyä', 'herkkupäivä', 'D', 'aamupala', 'joko', 'kaurapuuro', 'mustikoila', 'tai', 'ruispuuro', 'mantelimaidolla', 'P', 'välipalaksi', 'usein', 'juotavajogurtti', 'omena', 'proteinipatukka', 'treenin', 'jälkeen', 'purkki', 'rahkaa', 'marjoilla', 'ja', 'iltapalaksi', 'pari', 'voileipää', 'ja', 'päivän', 'aikana', 'syön', 'yhden', 'lautasmallin', 'mukaisen', 'kotiaterian', 'mitä', 'milloinkin', 'haluan', 'D', 'herkkupäivinä', 'tavallisesti', 'aamupuuro', 'mutta', 'sitten', 'loppu', 'päivä', 'esim', 'pieni', 'sipsipussi', '75g', 'jätskituutti', '3', '4', 'keksiä', 'suklaapatukka', 'kerroshamppari', 'energiajuoma', 'irtsareita', '200g', 'ja', 'iltapalaks', 'jos', 'nälkä', 'niin', 'pari', 'voikkaria', 'D', 'D', 'jooo', 'yhtenä', 'päivänä', 'viikossa', 'saa', 'syyä', 'mitä', 'tahtoo', 'se', 'ei', 'vielä', 'sun', 'kroppaas', 'romuta']"
40,186483,Terveys,Lihavuus,08:09,"Hoikat, mitä syötte?","170cm/54,kg,ja,eilen,tuli,mätettyä,:,Aamupalalla/brunssilla,kahden,munan,munakas,sipulilla,ja,herkkusienillä,,,skyr-rahkaa,,,päärynä,ja,kaksi,ruisleipäviipaletta,juustolla,ja,kalkkunalla,.,Päivälliseksi,peruna,,,muutama,siivu,kylmsavulohta,,,tuorejuustoa,,,silliä,ja,tomaatti,.,Jälkkäriksi,persikka,.,Illalla,omena,,,pistaasipähkinöitä,sekä,kuivattuja,aprikooseja,.,Ei,ihan,hirveästi,,,koska,darra,söi,ruokahaluja,.","['170cm', '54', 'kg', 'ja', 'eilen', 'tuli', 'mätettyä', 'Aamupalalla', 'brunssilla', 'kahden', 'munan', 'munakas', 'sipulilla', 'ja', 'herkkusienillä', 'skyr', 'rahkaa', 'päärynä', 'ja', 'kaksi', 'ruisleipäviipaletta', 'juustolla', 'ja', 'kalkkunalla', 'Päivälliseksi', 'peruna', 'muutama', 'siivu', 'kylmsavulohta', 'tuorejuustoa', 'silliä', 'ja', 'tomaatti', 'Jälkkäriksi', 'persikka', 'Illalla', 'omena', 'pistaasipähkinöitä', 'sekä', 'kuivattuja', 'aprikooseja', 'Ei', 'ihan', 'hirveästi', 'koska', 'darra', 'söi', 'ruokahaluja']"
41,186624,Terveys,Lihavuus,15:05,"Hoikat, mitä syötte?","Minä,TÄNÄÄN,olen,syönyt,Aamu,:,joku,Valio,Eila,jogurtti,Koulu,:,lautasellinen,keittoa,,,leipä,,,omena,,,vettä,Välipala,:,jogurtti,Iltaruoka,:,Emt,,,ehkä,makaroonilaatikkoa,Iltapala,:,ehkä,salaatti,/,omena,Minä,TÄNÄÄN,olen,syönyt,Aamu,:,joku,Valio,Eila,jogurtti,Koulu,:,lautasellinen,keittoa,,,leipä,,,omena,,,vettä,Välipala,:,jogurtti,Iltaruoka,:,Emt,,,ehkä,makaroonilaatikkoa,Iltapala,:,ehkä,salaatti,/,omena","['Minä', 'TÄNÄÄN', 'olen', 'syönyt', 'Aamu', 'joku', 'Valio', 'Eila', 'jogurtti', 'Koulu', 'lautasellinen', 'keittoa', 'leipä', 'omena', 'vettä', 'Välipala', 'jogurtti', 'Iltaruoka', 'Emt', 'ehkä', 'makaroonilaatikkoa', 'Iltapala', 'ehkä', 'salaatti', 'omena', 'Minä', 'TÄNÄÄN', 'olen', 'syönyt', 'Aamu', 'joku', 'Valio', 'Eila', 'jogurtti', 'Koulu', 'lautasellinen', 'keittoa', 'leipä', 'omena', 'vettä', 'Välipala', 'jogurtti', 'Iltaruoka', 'Emt', 'ehkä', 'makaroonilaatikkoa', 'Iltapala', 'ehkä', 'salaatti', 'omena']"
42,186655,Terveys,Lihavuus,01:23,"Hoikat, mitä syötte?","Kauheesti,kaikki,vetelee,diettii,ruokia/,vähäkalorisia,juttuja,.,miksi,50v,pitää,juoda,mustaa,kahvia,ja,teetä,ja,puputtaa,kaikkea,kevyttä,eikö,tossa,iässä,ruuan,sulatus,oo,jo,sen,verran,huonontunut,että,ois,tärkeetä,syödä,tieha,energistä,ja,mahdollisimman,ravitsevaa,ruokaa,täyttää,maha,lihalla,,,kananmunilla,ja,päähkinöillä,eikä,puputtaa,2kg,perunaa,?,Ite,syönyt,tänään,aamupalalla,:,2kananmunaa+tonnikala,salaatin,.,välipalana,taateliraakapatukka+omena,lounaaksi,sardiini+kananmuna,salaatti,välipalaks,goji,,,mulperi,ja,inca,marjoja,+,omena,päivälliseks,:,täysjyväspagettia,ja,jauhelihapapukastiketta,.,välipalana,:,sämpylä,,,voilla,,,kinkulla,,,juustolla,,,kurkulla+päärynä,illalla,300g,rosollia,&,2,keitettyä,kananmunaa,iltapalaksi,vielä,1,banaani,.,50g,pähkinöitä,ja,100g,taateleita,ja,mitat,24v,164cm,43kg,alipainoinen,...,tällein,oon,syönyt,viimiset,5,vuotta,ainakin,.,paljon,kasviksia,ja,kalaa,,,jonkun,verran,lihaa,,,munia,joka,päivä,ja,pähkinöitä,.,vältän,rasvattomia,tuotteita,.,ja,pidän,viljat,ja,maidon,minimissä,.,jos,ostan,niin,täysrasvasena,,,kermajuustoa,,,voita,,,kermaa,,,normi,rasvaista,jogurttia,,,rahkaa,.,ja,paino,pysynyt,42.5kg-45kg,hujakoilla,.,terve,ja,voin,hyvin,.,koko,ikäni,alipainoinen,ollut,.","['Kauheesti', 'kaikki', 'vetelee', 'diettii', 'ruokia', 'vähäkalorisia', 'juttuja', 'miksi', '50v', 'pitää', 'juoda', 'mustaa', 'kahvia', 'ja', 'teetä', 'ja', 'puputtaa', 'kaikkea', 'kevyttä', 'eikö', 'tossa', 'iässä', 'ruuan', 'sulatus', 'oo', 'jo', 'sen', 'verran', 'huonontunut', 'että', 'ois', 'tärkeetä', 'syödä', 'tieha', 'energistä', 'ja', 'mahdollisimman', 'ravitsevaa', 'ruokaa', 'täyttää', 'maha', 'lihalla', 'kananmunilla', 'ja', 'päähkinöillä', 'eikä', 'puputtaa', '2kg', 'perunaa', 'Ite', 'syönyt', 'tänään', 'aamupalalla', '2kananmunaa', 'tonnikala', 'salaatin', 'välipalana', 'taateliraakapatukka', 'omena', 'lounaaksi', 'sardiini', 'kananmuna', 'salaatti', 'välipalaks', 'goji', 'mulperi', 'ja', 'inca', 'marjoja', 'omena', 'päivälliseks', 'täysjyväspagettia', 'ja', 'jauhelihapapukastiketta', 'välipalana', 'sämpylä', 'voilla', 'kinkulla', 'juustolla', 'kurkulla', 'päärynä', 'illalla', '300g', 'rosollia', '2', 'keitettyä', 'kananmunaa', 'iltapalaksi', 'vielä', '1', 'banaani', '50g', 'pähkinöitä', 'ja', '100g', 'taateleita', 'ja', 'mitat', '24v', '164cm', '43kg', 'alipainoinen', 'tällein', 'oon', 'syönyt', 'viimiset', '5', 'vuotta', 'ainakin', 'paljon', 'kasviksia', 'ja', 'kalaa', 'jonkun', 'verran', 'lihaa', 'munia', 'joka', 'päivä', 'ja', 'pähkinöitä', 'vältän', 'rasvattomia', 'tuotteita', 'ja', 'pidän', 'viljat', 'ja', 'maidon', 'minimissä', 'jos', 'ostan', 'niin', 'täysrasvasena', 'kermajuustoa', 'voita', 'kermaa', 'normi', 'rasvaista', 'jogurttia', 'rahkaa', 'ja', 'paino', 'pysynyt', '42', '5kg', '45kg', 'hujakoilla', 'terve', 'ja', 'voin', 'hyvin', 'koko', 'ikäni', 'alipainoinen', 'ollut']"
43,197622,Työ ja opiskelu,IT-alan työ,08:36,"CGI ja Tieto - irtisanomiset, ketkä lähtivät","Ketkä,lähtivät,?,Edellisellä,kierroksella,lähti,vielä,jonkin,verran,vuosien,saatossa,kertynyttä,"",joutilasta,"",porukkaa,.,Nyt,irtisanomiset,perustuivat,teoreettiseen,laskelmaan,Intiaan,ja,muihin,edullisempiin,maihin,siirrettävästä,henkilötyöstä,.,Tuosta,johtuen,irtisanomiset,kohdistuivat,osaavaan,ja,siten,myös,ylemmän,tulotason,omaavaan,henkilöstöön,sekä,50+,vuotiaisiin,.,Mukana,todellisia,huippuja,.,Määrä,piti,vain,saada,täyteen,.,Moni,irtisanotuista,kirjoitti,uuden,työsopimuksen,kilpailijalle,jo,seuraavalla,viikolla,.,Asiakkaiden,syytä,olla,varuillaan,.,Omenoita,ja,perunoita,ei,kannata,laskea,yhteen,.","['Ketkä', 'lähtivät', 'Edellisellä', 'kierroksella', 'lähti', 'vielä', 'jonkin', 'verran', 'vuosien', 'saatossa', 'kertynyttä', 'joutilasta', 'porukkaa', 'Nyt', 'irtisanomiset', 'perustuivat', 'teoreettiseen', 'laskelmaan', 'Intiaan', 'ja', 'muihin', 'edullisempiin', 'maihin', 'siirrettävästä', 'henkilötyöstä', 'Tuosta', 'johtuen', 'irtisanomiset', 'kohdistuivat', 'osaavaan', 'ja', 'siten', 'myös', 'ylemmän', 'tulotason', 'omaavaan', 'henkilöstöön', 'sekä', '50', 'vuotiaisiin', 'Mukana', 'todellisia', 'huippuja', 'Määrä', 'piti', 'vain', 'saada', 'täyteen', 'Moni', 'irtisanotuista', 'kirjoitti', 'uuden', 'työsopimuksen', 'kilpailijalle', 'jo', 'seuraavalla', 'viikolla', 'Asiakkaiden', 'syytä', 'olla', 'varuillaan', 'Omenoita', 'ja', 'perunoita', 'ei', 'kannata', 'laskea', 'yhteen']"
44,200216,Työ ja opiskelu,IT-alan työ,16:22,Innofactor,"Taustalla,toimivat,ne,TJ,Groupin,rikoksista,tuomitut,pellet,J&T,vai,pitäskö,sanoa,TJ,?,En,veikkaisi,tästä,pörssirakettia,...,ja,se,Prime,tosiaan,on,jo,kuihtuva,omena,jos,sitäkään,.,Työllisyys,porukalla,turvattu,niin,kauan,kun,rahoitusta,vielä,löytyy,.,Jos,oot,valmis,ostamaan,osakkeita,voit,tulla,duuniinkin,firmaan,-,jos,ei,hävetä,kertoa,missä,oot,duunissa,ja,uskot,kuplaan,.","['Taustalla', 'toimivat', 'ne', 'TJ', 'Groupin', 'rikoksista', 'tuomitut', 'pellet', 'J', 'T', 'vai', 'pitäskö', 'sanoa', 'TJ', 'En', 'veikkaisi', 'tästä', 'pörssirakettia', 'ja', 'se', 'Prime', 'tosiaan', 'on', 'jo', 'kuihtuva', 'omena', 'jos', 'sitäkään', 'Työllisyys', 'porukalla', 'turvattu', 'niin', 'kauan', 'kun', 'rahoitusta', 'vielä', 'löytyy', 'Jos', 'oot', 'valmis', 'ostamaan', 'osakkeita', 'voit', 'tulla', 'duuniinkin', 'firmaan', 'jos', 'ei', 'hävetä', 'kertoa', 'missä', 'oot', 'duunissa', 'ja', 'uskot', 'kuplaan']"
45,20359,Talous,Maataloustuki,21:57,"JOPRPEN SYYTRÄ OLLAHA KILTRISTI NY,,,:))))))))))","Lue,koko,uutinen,(,Kotiliesi,),30-60,minKarpaloglögishotti,sopii,toivottamaan,pikkujouluvieraat,tervetulleiksi,perinteisen,viileän,kuohujuoman,sijaan,.,Lue,koko,juttu,,,Kommentit,__empty__,__empty__,Lue,koko,uutinen,(,Ruokala,),Isä,Haritonin,omenatortussa,hapan,ja,makea,kohtaavat,harmonisesti,.,__empty__,__empty__,Lue,koko,uutinen,(,Kotiliesi,),30-60,minSahramiglögi,saa,kauniin,sävyn,ja,omaleimaisen,aromin,kullankeltaisesta,sahramista,.,Lue,koko,juttu,,,Kommentit,__empty__,__empty__,SAARAT,SAAHRA,VOITRA,PUUROHOS,PÄÄLRE,,;:,),),),),),__empty__,__empty__,,...................","['Lue', 'koko', 'uutinen', 'Kotiliesi', '30', '60', 'minKarpaloglögishotti', 'sopii', 'toivottamaan', 'pikkujouluvieraat', 'tervetulleiksi', 'perinteisen', 'viileän', 'kuohujuoman', 'sijaan', 'Lue', 'koko', 'juttu', 'Kommentit', '__empty__', '__empty__', 'Lue', 'koko', 'uutinen', 'Ruokala', 'Isä', 'Haritonin', 'omenatortussa', 'hapan', 'ja', 'makea', 'kohtaavat', 'harmonisesti', '__empty__', '__empty__', 'Lue', 'koko', 'uutinen', 'Kotiliesi', '30', '60', 'minSahramiglögi', 'saa', 'kauniin', 'sävyn', 'ja', 'omaleimaisen', 'aromin', 'kullankeltaisesta', 'sahramista', 'Lue', 'koko', 'juttu', 'Kommentit', '__empty__', '__empty__', 'SAARAT', 'SAAHRA', 'VOITRA', 'PUUROHOS', 'PÄÄLRE', '__empty__', '__empty__']"
