,structs.sentence_id,structs.text_sect,structs.text_sub,structs.text_time,structs.text_title,word,tokenized
59,241384,Harrastukset,Ilmailu,10:26,HS: Rikosepäilyt varjostavat urheiluilmailuopistoa,"Liitosta,eroaminen,ei,ole,ratkaisu,,,se,on,pakenemista,.,Enemmän,kuin,erota,liitosta,,,olisi,syytä,miettiä,,,miten,voi,itse,rakentavasti,kehittää,a,auttaa,ilmailua,menemään,oikeaan,suuntaan,.,Toisaalta,,,eroaminen,ja,tosiasioiden,kieltäminen,osoittaa,melkoista,pelkuruutta,.,Ollaan,valmiita,huutamaan,ja,nälvimään,,,mutta,ei,olla,valmiita,tekemään,itse,mitään,.,Jos,puussa,on,muutama,mätä,omena,,,kaadatko,koko,puun,vai,hävitätkö,vain,ko.,omenat,ja,mahdollisesti,vaurioituneen,oksan,?,Liitosta,eroaminen,ei,ole,ratkaisu,,,se,on,pakenemista,.,Enemmän,kuin,erota,liitosta,,,olisi,syytä,miettiä,,,miten,voi,itse,rakentavasti,kehittää,a,auttaa,ilmailua,menemään,oikeaan,suuntaan,.,Toisaalta,,,eroaminen,ja,tosiasioiden,kieltäminen,osoittaa,melkoista,pelkuruutta,.,Ollaan,valmiita,huutamaan,ja,nälvimään,,,mutta,ei,olla,valmiita,tekemään,itse,mitään,.,Jos,puussa,on,muutama,mätä,omena,,,kaadatko,koko,puun,vai,hävitätkö,vain,ko.,omenat,ja,mahdollisesti,vaurioituneen,oksan,?","['Liitosta', 'eroaminen', 'ei', 'ole', 'ratkaisu', 'se', 'on', 'pakenemista', 'Enemmän', 'kuin', 'erota', 'liitosta', 'olisi', 'syytä', 'miettiä', 'miten', 'voi', 'itse', 'rakentavasti', 'kehittää', 'a', 'auttaa', 'ilmailua', 'menemään', 'oikeaan', 'suuntaan', 'Toisaalta', 'eroaminen', 'ja', 'tosiasioiden', 'kieltäminen', 'osoittaa', 'melkoista', 'pelkuruutta', 'Ollaan', 'valmiita', 'huutamaan', 'ja', 'nälvimään', 'mutta', 'ei', 'olla', 'valmiita', 'tekemään', 'itse', 'mitään', 'Jos', 'puussa', 'on', 'muutama', 'mätä', 'omena', 'kaadatko', 'koko', 'puun', 'vai', 'hävitätkö', 'vain', 'ko', 'omenat', 'ja', 'mahdollisesti', 'vaurioituneen', 'oksan', 'Liitosta', 'eroaminen', 'ei', 'ole', 'ratkaisu', 'se', 'on', 'pakenemista', 'Enemmän', 'kuin', 'erota', 'liitosta', 'olisi', 'syytä', 'miettiä', 'miten', 'voi', 'itse', 'rakentavasti', 'kehittää', 'a', 'auttaa', 'ilmailua', 'menemään', 'oikeaan', 'suuntaan', 'Toisaalta', 'eroaminen', 'ja', 'tosiasioiden', 'kieltäminen', 'osoittaa', 'melkoista', 'pelkuruutta', 'Ollaan', 'valmiita', 'huutamaan', 'ja', 'nälvimään', 'mutta', 'ei', 'olla', 'valmiita', 'tekemään', 'itse', 'mitään', 'Jos', 'puussa', 'on', 'muutama', 'mätä', 'omena', 'kaadatko', 'koko', 'puun', 'vai', 'hävitätkö', 'vain', 'ko', 'omenat', 'ja', 'mahdollisesti', 'vaurioituneen', 'oksan']"
60,241386,Harrastukset,Ilmailu,12:40,HS: Rikosepäilyt varjostavat urheiluilmailuopistoa,"Juuri,näin,.,Nyt,tarvitaan,yhteistä,henkeä,mätien,omenien,poistamiseen,.,Hissuttelu,ei,enää,auta,.,Nimiä,on,jo,tullut,esille,mutta,tuskin,tarpeeksi,.,Kuten,tässäkin,keskustelussa,on,jo,havaittu,että,henkilöt,eivät,itse,tajua,lähteä,.","['Juuri', 'näin', 'Nyt', 'tarvitaan', 'yhteistä', 'henkeä', 'mätien', 'omenien', 'poistamiseen', 'Hissuttelu', 'ei', 'enää', 'auta', 'Nimiä', 'on', 'jo', 'tullut', 'esille', 'mutta', 'tuskin', 'tarpeeksi', 'Kuten', 'tässäkin', 'keskustelussa', 'on', 'jo', 'havaittu', 'että', 'henkilöt', 'eivät', 'itse', 'tajua', 'lähteä']"
61,246259,Perhe,Uusperheet,00:01,Miten opetatte kohteliaisuutta,"Lue,koko,uutinen,(,Iltalehti,),Saksan,jalkapallomaajoukkueen,pelaaja,Marco,Reus,on,tuomittu,yli,puolen,miljoonan,euron,sakkoihin,liikennerikkomuksista,.,Bild-lehden,mukaan,Reus,on,autoillut,toistuvasti,ilman,ajokorttia,.,Dortmundilainen,tuomioistuin,määräsi,Reusin,maksettavaksi,540 000,euroa,.,Se,vastaa,90,:,tä,päiväsakkoa,.,Hän,oli,syksyn,2011,ja,kevään,2014,välisenä,aikana,jäänyt,kiinni,kortitta,ajamisesta,ainakin,kuusi,kertaa,.,__empty__,__empty__,sekä,kauniita,käytöstapoja,lapsille,,,joilta,ne,puuttuvat,?,Tuossa,katselin,miehen,tyttäriä,,,jotka,eivät,hallitse,kiitosta,,,ei,anteeksi,pyyntöä,,,eikä,kauniita,sanoja,,,tiuskivat,ja,vaativat,,,eikä,kohtele,minuakaan,arvokkasti,ja,nöyrästi,.,Olen,kuitenkin,aikuinen,,,ja,heille,äitipuoli,jota,kunnioitetaan,ja,annetaan,paikka,,,noustaan,seisomaan,kun,tulen,kotiin,,,ja,pyydetään,lupa,puhutteluun,.,Tuntuu,että,kaikki,on,kadoksissa,.,Minun,lapset,ovat,osanneet,nämä,alkeelliset,taidot,jo,ennen,kouluikää,.,En,ole,kertaakaan,nähnyt,näiden,tyttärien,niivan,kun,annan,heille,itlapalaa,tai,omenan,.,Hämmästyttää,,,että,ovat,huonokäytöksisiä,,,kun,vertaa,heidän,isääsnä,,,minun,seurassa,hän,on,oppinut,nuo,taidot,jo,aikaa,sitten,,,mutta,nämä,16,ja,17,v,lapset,hämmästyttää,.,__empty__,__empty__,Hyvä,kohtelevat,narsistia,niin,kuin,kuuluukin,...,.,..,ja,kai,siinä,huushollissa,on,muitakin,paikkoja,istua,kuin,juuri,ne,paikat,missä,miehes,lapset,on,...,.,..,hmmm,.,vaikka,ne,missä,omat,pentus,ovat,.,Olet,juuri,sellainen,äitipuoli,kuin,lumikilla,sadussa,toivottavasti,teidänkn,satu,päättyy,samalla,tavalla,kuin,Lumikin,satukin,ja,paha,saa,palkkansa,menettäen,silmänsä,!!!","['Lue', 'koko', 'uutinen', 'Iltalehti', 'Saksan', 'jalkapallomaajoukkueen', 'pelaaja', 'Marco', 'Reus', 'on', 'tuomittu', 'yli', 'puolen', 'miljoonan', 'euron', 'sakkoihin', 'liikennerikkomuksista', 'Bild', 'lehden', 'mukaan', 'Reus', 'on', 'autoillut', 'toistuvasti', 'ilman', 'ajokorttia', 'Dortmundilainen', 'tuomioistuin', 'määräsi', 'Reusin', 'maksettavaksi', '540', '000', 'euroa', 'Se', 'vastaa', '90', 'tä', 'päiväsakkoa', 'Hän', 'oli', 'syksyn', '2011', 'ja', 'kevään', '2014', 'välisenä', 'aikana', 'jäänyt', 'kiinni', 'kortitta', 'ajamisesta', 'ainakin', 'kuusi', 'kertaa', '__empty__', '__empty__', 'sekä', 'kauniita', 'käytöstapoja', 'lapsille', 'joilta', 'ne', 'puuttuvat', 'Tuossa', 'katselin', 'miehen', 'tyttäriä', 'jotka', 'eivät', 'hallitse', 'kiitosta', 'ei', 'anteeksi', 'pyyntöä', 'eikä', 'kauniita', 'sanoja', 'tiuskivat', 'ja', 'vaativat', 'eikä', 'kohtele', 'minuakaan', 'arvokkasti', 'ja', 'nöyrästi', 'Olen', 'kuitenkin', 'aikuinen', 'ja', 'heille', 'äitipuoli', 'jota', 'kunnioitetaan', 'ja', 'annetaan', 'paikka', 'noustaan', 'seisomaan', 'kun', 'tulen', 'kotiin', 'ja', 'pyydetään', 'lupa', 'puhutteluun', 'Tuntuu', 'että', 'kaikki', 'on', 'kadoksissa', 'Minun', 'lapset', 'ovat', 'osanneet', 'nämä', 'alkeelliset', 'taidot', 'jo', 'ennen', 'kouluikää', 'En', 'ole', 'kertaakaan', 'nähnyt', 'näiden', 'tyttärien', 'niivan', 'kun', 'annan', 'heille', 'itlapalaa', 'tai', 'omenan', 'Hämmästyttää', 'että', 'ovat', 'huonokäytöksisiä', 'kun', 'vertaa', 'heidän', 'isääsnä', 'minun', 'seurassa', 'hän', 'on', 'oppinut', 'nuo', 'taidot', 'jo', 'aikaa', 'sitten', 'mutta', 'nämä', '16', 'ja', '17', 'v', 'lapset', 'hämmästyttää', '__empty__', '__empty__', 'Hyvä', 'kohtelevat', 'narsistia', 'niin', 'kuin', 'kuuluukin', 'ja', 'kai', 'siinä', 'huushollissa', 'on', 'muitakin', 'paikkoja', 'istua', 'kuin', 'juuri', 'ne', 'paikat', 'missä', 'miehes', 'lapset', 'on', 'hmmm', 'vaikka', 'ne', 'missä', 'omat', 'pentus', 'ovat', 'Olet', 'juuri', 'sellainen', 'äitipuoli', 'kuin', 'lumikilla', 'sadussa', 'toivottavasti', 'teidänkn', 'satu', 'päättyy', 'samalla', 'tavalla', 'kuin', 'Lumikin', 'satukin', 'ja', 'paha', 'saa', 'palkkansa', 'menettäen', 'silmänsä']"
62,255850,Talous,Valuutat,11:36,Valuuttakauppaa?,"Lue,koko,uutinen,(,Yle,),Mukavaa,,,että,joku,muukin,pesee,viinirypäleet,ja,muitakin,hedelmiä,harjalla,ja,tiskiaineella,.,Kaverini,ovat,pitäneet,minua,vähän,hassuna,.,Mina,pesen,nimenomaan,viinirypaleet,tiskiaineella,ja,vedella,,,en,tosin,kayta,mitaan,harjaa,.,Sitten,huuhdon,huolellisesti,.,Kerran,sain,pesemattomista,rypaleista,tulehduksen,suuhun,,,kaiketi,niissa,on,niin,paljon,sailontaaineita,.,(,keskustelu,Ellit,.,fi,),Monissa,kodeissa,kaupasta,ostetut,hedelmät,saavat,kokea,tiskiharja-,ja,astianpesuainekäsittelyn,ennen,syötäväksi,pääsyä,.,Jotkut,vannovat,saippuapesun,nimeen,,,kun,taas,toisten,mielestä,vedellä,huuhtelu,riittää,.,Kimpisen,koulun,kotitalouden,opetaja,Merja,Hämäläistä,naurattaa,ajatus,hedelmien,kuuraamisesta,astianpesuaineella,ja,-,harjalla,.,–,En,suosittele,että,hedelmiä,tiskataan,,,vedellä,huuhteleminen,riittää,.,Joidenkin,asiantuntijoiden,mukaan,hedelmä,kannattaa,ennemmin,pestä,kuin,kuoria,,,koska,kuorittaessa,hedelmään,saattaa,siirtyä,kuoresta,niitä,myrkyllisiä,aineita,,,Hämäläinen,kommentoi,.,Torjunta-aineista,ei,ole,vaaraaAineet,eivät,kuitenkaan,ole,vaaraksi,,,sillä,Elintarviketurvallisuusvirasto,Eviran,mukaan,torjunta-ainejäämät,pidetään,sallituissa,rajoissa,.,Eviran,mukaan,on,asetettu,tietty,raja,,,eikä,aineista,saa,enää,olla,haittaa,ihmisille,huolellisen,vedellä,huuhtelemisen,jälkeen,.,Eviran,internetsivujen,ohjeistuksessa,esimerkiksi,omenoita,ei,tarvitse,kuoria,.,Torjunta-aineet,imeytyvät,kuoren,läpi,kasvin,sisään,,,ja,kuorimalla,hedelmästä,katoaa,arvokkaita,ravintoaineita,.,Hedelmien,pesua,kuitenkin,suositellaan,.,Merja,Söderström,Päivittäistavarakauppa,ry,:,stä,korostaa,,,että,Suomen,tulli,pysäyttää,tuotteet,,,joissa,havaitaan,liian,suuria,jäämiä,kasvinsuojeluaineita,.,Nämä,tuotteet,eivät,koskaan,pääsy,kauppojen,hyllyille,.,__empty__,__empty__,Onko,kukaan,käynyt,valuuttakauppaa,binäärioptioilla,?,Suomeksi,ei,kovin,montaa,sivustoa,aiheesta,ollut,(,tässä,yksi,),http://www.7binaryoptions.com/fi/kaupankayntiopas/,,,vaikka,on,ilmeisesti,nouseva,kaupankäyntitrendi,keski-euroopassa,.,__empty__,__empty__,Ainahan,on,olemassa,toiveikkaita,sijoittajanalkuja,,,jotka,kuvittelevat,pystyvänsä,laskemaan,välittäjää,paremmin,ja,lyömään,toiset,näissä,peleissä,.,Vain,todella,harvat,onnistuvat,.,Mutta,onhan,tässä,sentään,lottoa,parempi,palautusprosentti,.","['Lue', 'koko', 'uutinen', 'Yle', 'Mukavaa', 'että', 'joku', 'muukin', 'pesee', 'viinirypäleet', 'ja', 'muitakin', 'hedelmiä', 'harjalla', 'ja', 'tiskiaineella', 'Kaverini', 'ovat', 'pitäneet', 'minua', 'vähän', 'hassuna', 'Mina', 'pesen', 'nimenomaan', 'viinirypaleet', 'tiskiaineella', 'ja', 'vedella', 'en', 'tosin', 'kayta', 'mitaan', 'harjaa', 'Sitten', 'huuhdon', 'huolellisesti', 'Kerran', 'sain', 'pesemattomista', 'rypaleista', 'tulehduksen', 'suuhun', 'kaiketi', 'niissa', 'on', 'niin', 'paljon', 'sailontaaineita', 'keskustelu', 'Ellit', 'fi', 'Monissa', 'kodeissa', 'kaupasta', 'ostetut', 'hedelmät', 'saavat', 'kokea', 'tiskiharja', 'ja', 'astianpesuainekäsittelyn', 'ennen', 'syötäväksi', 'pääsyä', 'Jotkut', 'vannovat', 'saippuapesun', 'nimeen', 'kun', 'taas', 'toisten', 'mielestä', 'vedellä', 'huuhtelu', 'riittää', 'Kimpisen', 'koulun', 'kotitalouden', 'opetaja', 'Merja', 'Hämäläistä', 'naurattaa', 'ajatus', 'hedelmien', 'kuuraamisesta', 'astianpesuaineella', 'ja', 'harjalla', 'En', 'suosittele', 'että', 'hedelmiä', 'tiskataan', 'vedellä', 'huuhteleminen', 'riittää', 'Joidenkin', 'asiantuntijoiden', 'mukaan', 'hedelmä', 'kannattaa', 'ennemmin', 'pestä', 'kuin', 'kuoria', 'koska', 'kuorittaessa', 'hedelmään', 'saattaa', 'siirtyä', 'kuoresta', 'niitä', 'myrkyllisiä', 'aineita', 'Hämäläinen', 'kommentoi', 'Torjunta', 'aineista', 'ei', 'ole', 'vaaraaAineet', 'eivät', 'kuitenkaan', 'ole', 'vaaraksi', 'sillä', 'Elintarviketurvallisuusvirasto', 'Eviran', 'mukaan', 'torjunta', 'ainejäämät', 'pidetään', 'sallituissa', 'rajoissa', 'Eviran', 'mukaan', 'on', 'asetettu', 'tietty', 'raja', 'eikä', 'aineista', 'saa', 'enää', 'olla', 'haittaa', 'ihmisille', 'huolellisen', 'vedellä', 'huuhtelemisen', 'jälkeen', 'Eviran', 'internetsivujen', 'ohjeistuksessa', 'esimerkiksi', 'omenoita', 'ei', 'tarvitse', 'kuoria', 'Torjunta', 'aineet', 'imeytyvät', 'kuoren', 'läpi', 'kasvin', 'sisään', 'ja', 'kuorimalla', 'hedelmästä', 'katoaa', 'arvokkaita', 'ravintoaineita', 'Hedelmien', 'pesua', 'kuitenkin', 'suositellaan', 'Merja', 'Söderström', 'Päivittäistavarakauppa', 'ry', 'stä', 'korostaa', 'että', 'Suomen', 'tulli', 'pysäyttää', 'tuotteet', 'joissa', 'havaitaan', 'liian', 'suuria', 'jäämiä', 'kasvinsuojeluaineita', 'Nämä', 'tuotteet', 'eivät', 'koskaan', 'pääsy', 'kauppojen', 'hyllyille', '__empty__', '__empty__', 'Onko', 'kukaan', 'käynyt', 'valuuttakauppaa', 'binäärioptioilla', 'Suomeksi', 'ei', 'kovin', 'montaa', 'sivustoa', 'aiheesta', 'ollut', 'tässä', 'yksi', 'http', 'www', '7binaryoptions', 'com', 'fi', 'kaupankayntiopas', 'vaikka', 'on', 'ilmeisesti', 'nouseva', 'kaupankäyntitrendi', 'keski', 'euroopassa', '__empty__', '__empty__', 'Ainahan', 'on', 'olemassa', 'toiveikkaita', 'sijoittajanalkuja', 'jotka', 'kuvittelevat', 'pystyvänsä', 'laskemaan', 'välittäjää', 'paremmin', 'ja', 'lyömään', 'toiset', 'näissä', 'peleissä', 'Vain', 'todella', 'harvat', 'onnistuvat', 'Mutta', 'onhan', 'tässä', 'sentään', 'lottoa', 'parempi', 'palautusprosentti']"
63,268750,Matkailu,Yleistä Thaimaasta,17:48,saako Thaimaasta siideriä ?,"Siideri,on,alkoholijuoma,ja,se,on,thaiksi,lau,äppöl,.,Jos,tilaa,naam,äppöl,saa,omenatuoremehua,.","['Siideri', 'on', 'alkoholijuoma', 'ja', 'se', 'on', 'thaiksi', 'lau', 'äppöl', 'Jos', 'tilaa', 'naam', 'äppöl', 'saa', 'omenatuoremehua']"
64,268779,Matkailu,Yleistä Thaimaasta,12:38,saako Thaimaasta siideriä ?,"Jos,olisit,osannut,avata,tuon,linkin,cider,thailand,olisi,ehkä,avautunut,sinullekin,mistä,kaupungeista,thai,siideriä,saa,.,Spy,WINE,cooler,on,kyyllä,kaukana,omenasta,tai,päärynästä,valmistetusta,siideristä,.,Spy,WINE,on,viiniä,jossa,on,hiilihappoa,.,Köyhät,baaritytöt,ja,sinä,joudutte,tyytymään,halpaan,Spy,wine,cooleriin,,,maksaahan,siideri,baarissakin,kamalan,paljon,.,Chonburin,kaupungissa,jossa,tuota,thai,siideriä,valmistetään,on,hyvin,vähän,länsimaaliasia,turisteja,.","['Jos', 'olisit', 'osannut', 'avata', 'tuon', 'linkin', 'cider', 'thailand', 'olisi', 'ehkä', 'avautunut', 'sinullekin', 'mistä', 'kaupungeista', 'thai', 'siideriä', 'saa', 'Spy', 'WINE', 'cooler', 'on', 'kyyllä', 'kaukana', 'omenasta', 'tai', 'päärynästä', 'valmistetusta', 'siideristä', 'Spy', 'WINE', 'on', 'viiniä', 'jossa', 'on', 'hiilihappoa', 'Köyhät', 'baaritytöt', 'ja', 'sinä', 'joudutte', 'tyytymään', 'halpaan', 'Spy', 'wine', 'cooleriin', 'maksaahan', 'siideri', 'baarissakin', 'kamalan', 'paljon', 'Chonburin', 'kaupungissa', 'jossa', 'tuota', 'thai', 'siideriä', 'valmistetään', 'on', 'hyvin', 'vähän', 'länsimaaliasia', 'turisteja']"
65,268809,Matkailu,Yleistä Thaimaasta,11:25,saako Thaimaasta siideriä ?,"Spy,wine,cooler,on,valmistettu,viinirypäleistä,ja,hiilihapollisesta,vedestä,.,Spy,wine,cooler,on,mainittu,kansainvälisessä,viiniluettelossa,viinin,kaltaiseksi,juomaksi,,,jonka,suurin,markkinointi,alue,on,Thaimaa,.,Viinit,valmistetaan,yleensä,viinitypäleistä,aivan,kuten,Spy,.,Onhan,myös,omenasta,valmistettua,viinejäkin,olemassa,kuten,Alkossa,ainakin,ennen,myyty,Omena,Viini,,,eikä,se,ollut,siideriä,.,Olen,punaviinin,ystävä,ja,olen,maistanut,Spyta,ja,kyllä,siitä,löytää,viinirypäleiden,maun,.,Maku,ei,kyllä,ole,mieleeni,.,Spy,wine,cooler,on,valmistettu,viinirypäleistä,ja,hiilihapollisesta,vedestä,.,Spy,wine,cooler,on,mainittu,kansainvälisessä,viiniluettelossa,viinin,kaltaiseksi,juomaksi,,,jonka,suurin,markkinointi,alue,on,Thaimaa,.,Viinit,valmistetaan,yleensä,viinitypäleistä,aivan,kuten,Spy,.,Onhan,myös,omenasta,valmistettua,viinejäkin,olemassa,kuten,Alkossa,ainakin,ennen,myyty,Omena,Viini,,,eikä,se,ollut,siideriä,.,Olen,punaviinin,ystävä,ja,olen,maistanut,Spyta,ja,kyllä,siitä,löytää,viinirypäleiden,maun,.,Maku,ei,kyllä,ole,mieleeni,.","['Spy', 'wine', 'cooler', 'on', 'valmistettu', 'viinirypäleistä', 'ja', 'hiilihapollisesta', 'vedestä', 'Spy', 'wine', 'cooler', 'on', 'mainittu', 'kansainvälisessä', 'viiniluettelossa', 'viinin', 'kaltaiseksi', 'juomaksi', 'jonka', 'suurin', 'markkinointi', 'alue', 'on', 'Thaimaa', 'Viinit', 'valmistetaan', 'yleensä', 'viinitypäleistä', 'aivan', 'kuten', 'Spy', 'Onhan', 'myös', 'omenasta', 'valmistettua', 'viinejäkin', 'olemassa', 'kuten', 'Alkossa', 'ainakin', 'ennen', 'myyty', 'Omena', 'Viini', 'eikä', 'se', 'ollut', 'siideriä', 'Olen', 'punaviinin', 'ystävä', 'ja', 'olen', 'maistanut', 'Spyta', 'ja', 'kyllä', 'siitä', 'löytää', 'viinirypäleiden', 'maun', 'Maku', 'ei', 'kyllä', 'ole', 'mieleeni', 'Spy', 'wine', 'cooler', 'on', 'valmistettu', 'viinirypäleistä', 'ja', 'hiilihapollisesta', 'vedestä', 'Spy', 'wine', 'cooler', 'on', 'mainittu', 'kansainvälisessä', 'viiniluettelossa', 'viinin', 'kaltaiseksi', 'juomaksi', 'jonka', 'suurin', 'markkinointi', 'alue', 'on', 'Thaimaa', 'Viinit', 'valmistetaan', 'yleensä', 'viinitypäleistä', 'aivan', 'kuten', 'Spy', 'Onhan', 'myös', 'omenasta', 'valmistettua', 'viinejäkin', 'olemassa', 'kuten', 'Alkossa', 'ainakin', 'ennen', 'myyty', 'Omena', 'Viini', 'eikä', 'se', 'ollut', 'siideriä', 'Olen', 'punaviinin', 'ystävä', 'ja', 'olen', 'maistanut', 'Spyta', 'ja', 'kyllä', 'siitä', 'löytää', 'viinirypäleiden', 'maun', 'Maku', 'ei', 'kyllä', 'ole', 'mieleeni']"
66,268868,Matkailu,Yleistä Thaimaasta,00:50,saako Thaimaasta siideriä ?,"Mitähän,sidukkaa,aloittaja,tarkoitti,?,Suomalaista,sidukkaa,vastaa,lähimmin,Spy,vine,.,Suomalaiset,Upciderit,jne,on,tehty,omenaviinistä,laimentamalla,niin,maku,on,saman,tyyppinen,kevyt,kuin,viinipohjaisessa,Spy,vinessä,.,Spy,vine,-,merkillä,on,myös,juomasekoituksia,,,jotka,muistuttaa,enemmän,makulonkeroita,.,Saman,typpisiä,on,Bacardi,beezerit,,,ovat,himpun,kalliimpia,mutta,ero,ei,ole,iso,.,Ei,ne,ole,kalliita,.,Englantilaistyylistä,vahvempaa,ja,täyteläisempää,siideriä,,,mitä,Suomessa,nyt,ehkä,on,esim.,Magners,,,niin,kyllä,niitäkin,löytyy,Thaimaasta,,,mutta,hinta,on,aika,kova,kun,ne,tuodaan,Euroopasta,ja,mukaan,tulee,tullit,,,ylellisyys-,ja,alkoholiverot,.","['Mitähän', 'sidukkaa', 'aloittaja', 'tarkoitti', 'Suomalaista', 'sidukkaa', 'vastaa', 'lähimmin', 'Spy', 'vine', 'Suomalaiset', 'Upciderit', 'jne', 'on', 'tehty', 'omenaviinistä', 'laimentamalla', 'niin', 'maku', 'on', 'saman', 'tyyppinen', 'kevyt', 'kuin', 'viinipohjaisessa', 'Spy', 'vinessä', 'Spy', 'vine', 'merkillä', 'on', 'myös', 'juomasekoituksia', 'jotka', 'muistuttaa', 'enemmän', 'makulonkeroita', 'Saman', 'typpisiä', 'on', 'Bacardi', 'beezerit', 'ovat', 'himpun', 'kalliimpia', 'mutta', 'ero', 'ei', 'ole', 'iso', 'Ei', 'ne', 'ole', 'kalliita', 'Englantilaistyylistä', 'vahvempaa', 'ja', 'täyteläisempää', 'siideriä', 'mitä', 'Suomessa', 'nyt', 'ehkä', 'on', 'esim', 'Magners', 'niin', 'kyllä', 'niitäkin', 'löytyy', 'Thaimaasta', 'mutta', 'hinta', 'on', 'aika', 'kova', 'kun', 'ne', 'tuodaan', 'Euroopasta', 'ja', 'mukaan', 'tulee', 'tullit', 'ylellisyys', 'ja', 'alkoholiverot']"
67,268884,Matkailu,Yleistä Thaimaasta,09:54,saako Thaimaasta siideriä ?,"Voi,herran,jestas,mitä,puppua,.,Siideriä,ei,todellakaan,tehdä,omanaviinistä,laimentamalla,.,Huvittaa,eräät,jotka,luulevat,tietävänsä,mutta,niin,metsään,menee,kuin,mahdollista,.,Aidot,siiderit,valmistetaan,omenasta,.,Upcider,on,valmistettu,makuaineita,käyttämällä,.","['Voi', 'herran', 'jestas', 'mitä', 'puppua', 'Siideriä', 'ei', 'todellakaan', 'tehdä', 'omanaviinistä', 'laimentamalla', 'Huvittaa', 'eräät', 'jotka', 'luulevat', 'tietävänsä', 'mutta', 'niin', 'metsään', 'menee', 'kuin', 'mahdollista', 'Aidot', 'siiderit', 'valmistetaan', 'omenasta', 'Upcider', 'on', 'valmistettu', 'makuaineita', 'käyttämällä']"
68,268887,Matkailu,Yleistä Thaimaasta,02:38,saako Thaimaasta siideriä ?,"Upcider,pullossa,lukee,mistä,se,on,tehty,.,Omenaviini,on,valmistusaineitten,listalla,alkupäässä,.,Monissa,makusiidereissä,on,lisäksi,makuaineita,.,Ensi,kerralla,kun,menet,kauppaan,,,niin,otapas,sidukkahyllyllä,pullo,käteen,ja,lue,,,mitä,siinä,on,.,Suomessa,"",aitoja,"",siidereitä,saa,isommista,kaupoista,,,mutta,tavallisimmat,ja,eniten,myydyimmät,on,juurikin,näitä,laimennettuja,.,Etkö,muka,tiennyt,,,vai,miksi,repesit,?","['Upcider', 'pullossa', 'lukee', 'mistä', 'se', 'on', 'tehty', 'Omenaviini', 'on', 'valmistusaineitten', 'listalla', 'alkupäässä', 'Monissa', 'makusiidereissä', 'on', 'lisäksi', 'makuaineita', 'Ensi', 'kerralla', 'kun', 'menet', 'kauppaan', 'niin', 'otapas', 'sidukkahyllyllä', 'pullo', 'käteen', 'ja', 'lue', 'mitä', 'siinä', 'on', 'Suomessa', 'aitoja', 'siidereitä', 'saa', 'isommista', 'kaupoista', 'mutta', 'tavallisimmat', 'ja', 'eniten', 'myydyimmät', 'on', 'juurikin', 'näitä', 'laimennettuja', 'Etkö', 'muka', 'tiennyt', 'vai', 'miksi', 'repesit']"
69,268898,Matkailu,Yleistä Thaimaasta,06:53,saako Thaimaasta siideriä ?,"suosittelen,suomesta,ottamaan,superhiiva,pussin,mukaan,.,sillä,tekee,3,vrk,suht,hyvää,ja,väkevää,siideriä,.,paikan,päältä,ostaa,sitten,hedelmät,,,sokerit,ja,käymissangot,eli,vaikka,3kpl,10l,ämpäreitä,niin,saa,tehtyä,3,eri,makua,.,suosittelen,perinteisen,omenan,lisäksi,tekemään,hieman,eksoottisempia,mango,ja,ananassiideriä,.,valmiissa,tuotteessa,on,noin,15%,alkoholia,ja,siihen,kun,lisää,oman,maun,mukaan,paikallista,kuplavettä,niin,saa,sopivat,voltit,ja,kuplat,tuotteeseen,.,kyllä,hakkaa,mennen,tullen,upsiiderit,yms,kuravedet,.,tyhjä,mehukattitonkka,kantsii,ottaa,myös,suomesta,mukaan,niin,voi,siihen,aina,tehdä,paukut,ja,ripustaa,sen,narulla,kaulaan,ja,eikun,baanalle,niin,muut,suomalaiset,tunnistaa,sut,!","['suosittelen', 'suomesta', 'ottamaan', 'superhiiva', 'pussin', 'mukaan', 'sillä', 'tekee', '3', 'vrk', 'suht', 'hyvää', 'ja', 'väkevää', 'siideriä', 'paikan', 'päältä', 'ostaa', 'sitten', 'hedelmät', 'sokerit', 'ja', 'käymissangot', 'eli', 'vaikka', '3kpl', '10l', 'ämpäreitä', 'niin', 'saa', 'tehtyä', '3', 'eri', 'makua', 'suosittelen', 'perinteisen', 'omenan', 'lisäksi', 'tekemään', 'hieman', 'eksoottisempia', 'mango', 'ja', 'ananassiideriä', 'valmiissa', 'tuotteessa', 'on', 'noin', '15', 'alkoholia', 'ja', 'siihen', 'kun', 'lisää', 'oman', 'maun', 'mukaan', 'paikallista', 'kuplavettä', 'niin', 'saa', 'sopivat', 'voltit', 'ja', 'kuplat', 'tuotteeseen', 'kyllä', 'hakkaa', 'mennen', 'tullen', 'upsiiderit', 'yms', 'kuravedet', 'tyhjä', 'mehukattitonkka', 'kantsii', 'ottaa', 'myös', 'suomesta', 'mukaan', 'niin', 'voi', 'siihen', 'aina', 'tehdä', 'paukut', 'ja', 'ripustaa', 'sen', 'narulla', 'kaulaan', 'ja', 'eikun', 'baanalle', 'niin', 'muut', 'suomalaiset', 'tunnistaa', 'sut']"
